picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  293, nerr =    0p/   4r, time steps =    5, qsz =    2, switch = on, t =     2932 ms, ax =  0.5011, ay = -0.6629, az =  9.8236, gx =  0.1106 rad/s, gy = -0.0004 rad/s, gz = -0.0342 rad/s, rpm_pitch =  0.0000, rpm_roll = -374.9666, I_w_pitch =  6.5030 A, I_w_roll = 16.5167 A, theta_pitch = -53.25656mrad, theta_roll_comp = -71.9036 mrad, theta_setpoint = -16.4521 mrad, 
msg =  351, nerr =    2p/   6r, time steps =    5, qsz =    2, switch = on, t =     3512 ms, ax =  0.5850, ay = -0.2481, az =  9.6869, gx =  0.0239 rad/s, gy = -0.0066 rad/s, gz =  0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7737 A, I_w_roll =  6.4211 A, theta_pitch = -53.39206mrad, theta_roll_comp = -33.4894 mrad, theta_setpoint = -28.6469 mrad, 
msg =  352, nerr =    2p/   6r, time steps =    5, qsz =    2, switch = on, t =     3522 ms, ax =  0.5982, ay = -0.2793, az =  9.7061, gx =  0.0168 rad/s, gy = -0.0049 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7243 A, I_w_roll =  4.0558 A, theta_pitch = -53.52438mrad, theta_roll_comp = -33.2276 mrad, theta_setpoint = -28.6469 mrad, 
msg =  353, nerr =    2p/   6r, time steps =    5, qsz =    2, switch = on, t =     3532 ms, ax =  0.5250, ay = -0.1426, az =  9.8176, gx =  0.0063 rad/s, gy = -0.0048 rad/s, gz = -0.0277 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7317 A, I_w_roll =  0.4669 A, theta_pitch = -53.60910mrad, theta_roll_comp = -32.9957 mrad, theta_setpoint = -28.6469 mrad, 
msg =  354, nerr =    2p/   6r, time steps =    5, qsz =    2, switch = on, t =     3542 ms, ax =  0.5382, ay = -0.3836, az =  9.8775, gx =  0.0067 rad/s, gy = -0.0038 rad/s, gz = -0.0261 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7013 A, I_w_roll =  0.6542 A, theta_pitch = -53.65512mrad, theta_roll_comp = -32.8768 mrad, theta_setpoint = -28.6469 mrad, 
msg =  355, nerr =    2p/   6r, time steps =    5, qsz =    2, switch = on, t =     3552 ms, ax =  0.5250, ay = -0.0731, az =  9.9734, gx =  0.0098 rad/s, gy = -0.0036 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6959 A, I_w_roll =  1.8022 A, theta_pitch = -53.68989mrad, theta_roll_comp = -32.6866 mrad, theta_setpoint = -28.6469 mrad, 
msg =  356, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3562 ms, ax =  0.5298, ay = -0.3488, az =  9.9219, gx =  0.0170 rad/s, gy = -0.0040 rad/s, gz =  0.0015 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7164 A, I_w_roll =  4.4149 A, theta_pitch = -53.72060mrad, theta_roll_comp = -32.4463 mrad, theta_setpoint = -28.6469 mrad, 
msg =  357, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3572 ms, ax =  0.5490, ay = -0.1546, az =  9.8044, gx =  0.0174 rad/s, gy = -0.0034 rad/s, gz =  0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.7021 A, I_w_roll =  4.6534 A, theta_pitch = -53.76725mrad, theta_roll_comp = -32.1996 mrad, theta_setpoint = -28.6469 mrad, 
msg =  358, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3582 ms, ax =  0.5838, ay = -0.3584, az =  9.7768, gx =  0.0123 rad/s, gy = -0.0026 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6809 A, I_w_roll =  2.9620 A, theta_pitch = -53.83843mrad, theta_roll_comp = -32.0007 mrad, theta_setpoint = -28.6469 mrad, 
msg =  359, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3592 ms, ax =  0.5035, ay = -0.2218, az =  9.7097, gx =  0.0056 rad/s, gy = -0.0018 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6547 A, I_w_roll =  0.6775 A, theta_pitch = -53.87678mrad, theta_roll_comp = -31.8866 mrad, theta_setpoint = -28.6469 mrad, 
msg =  360, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3602 ms, ax =  0.5430, ay = -0.2757, az =  9.8847, gx =  0.0003 rad/s, gy = -0.0008 rad/s, gz = -0.0220 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6133 A, I_w_roll = -1.1502 A, theta_pitch = -53.88505mrad, theta_roll_comp = -31.7955 mrad, theta_setpoint = -28.6469 mrad, 
msg =  361, nerr =    3p/   6r, time steps =    5, qsz =    2, switch = on, t =     3612 ms, ax =  0.4567, ay = -0.1810, az =  9.9495, gx =  0.0032 rad/s, gy = -0.0009 rad/s, gz = -0.0210 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6142 A, I_w_roll = -0.0814 A, theta_pitch = -53.85561mrad, theta_roll_comp = -31.6866 mrad, theta_setpoint = -28.6469 mrad, 
msg =  362, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3622 ms, ax =  0.4543, ay = -0.1918, az =  9.9507, gx =  0.0060 rad/s, gy = -0.0017 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6360 A, I_w_roll =  0.9677 A, theta_pitch = -53.78792mrad, theta_roll_comp = -31.5107 mrad, theta_setpoint = -28.6469 mrad, 
msg =  363, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3632 ms, ax =  0.5047, ay = -0.2098, az =  9.9375, gx =  0.0140 rad/s, gy = -0.0016 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -180.7821, I_w_pitch =  6.6250 A, I_w_roll =  3.8497 A, theta_pitch = -53.74976mrad, theta_roll_comp = -31.2961 mrad, theta_setpoint = -28.6469 mrad, 
msg =  364, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3642 ms, ax =  0.4963, ay = -0.2673, az =  9.7924, gx =  0.0123 rad/s, gy = -0.0030 rad/s, gz = -0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll = -102.9746, I_w_pitch =  6.6825 A, I_w_roll =  5.2781 A, theta_pitch = -53.74259mrad, theta_roll_comp = -31.0969 mrad, theta_setpoint = -33.5332 mrad, 
msg =  365, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3652 ms, ax =  0.5095, ay = -0.3344, az =  9.7313, gx =  0.0082 rad/s, gy = -0.0021 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -102.9746, I_w_pitch =  6.6456 A, I_w_roll =  3.8739 A, theta_pitch = -53.74569mrad, theta_roll_comp = -30.9956 mrad, theta_setpoint = -33.5332 mrad, 
msg =  366, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3662 ms, ax =  0.5155, ay = -0.3225, az =  9.8008, gx =  0.0006 rad/s, gy = -0.0020 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -100.1671, I_w_pitch =  6.6414 A, I_w_roll =  1.2941 A, theta_pitch = -53.75278mrad, theta_roll_comp = -30.9804 mrad, theta_setpoint = -33.7095 mrad, 
msg =  367, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3672 ms, ax =  0.4663, ay = -0.2373, az =  9.7996, gx = -0.0058 rad/s, gy = -0.0018 rad/s, gz = -0.0172 rad/s, rpm_pitch =  0.0000, rpm_roll = -100.1671, I_w_pitch =  6.6331 A, I_w_roll = -0.9434 A, theta_pitch = -53.73311mrad, theta_roll_comp = -30.9815 mrad, theta_setpoint = -33.7095 mrad, 
msg =  368, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3682 ms, ax =  0.4507, ay = -0.1906, az =  9.9507, gx = -0.0034 rad/s, gy = -0.0018 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -100.1671, I_w_pitch =  6.6248 A, I_w_roll = -0.0849 A, theta_pitch = -53.67757mrad, theta_roll_comp = -30.9324 mrad, theta_setpoint = -33.7095 mrad, 
msg =  369, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3692 ms, ax =  0.4843, ay = -0.2122, az =  9.9363, gx =  0.0023 rad/s, gy = -0.0032 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -100.1671, I_w_pitch =  6.6720 A, I_w_roll =  1.9599 A, theta_pitch = -53.63720mrad, theta_roll_comp = -30.8304 mrad, theta_setpoint = -33.7095 mrad, 
msg =  370, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3702 ms, ax =  0.4687, ay = -0.1870, az =  9.8907, gx =  0.0079 rad/s, gy = -0.0036 rad/s, gz =  0.0017 rad/s, rpm_pitch =  0.0000, rpm_roll = -93.9505, I_w_pitch =  6.6845 A, I_w_roll =  4.1376 A, theta_pitch = -53.61444mrad, theta_roll_comp = -30.6700 mrad, theta_setpoint = -34.0999 mrad, 
msg =  371, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3712 ms, ax =  0.4963, ay = -0.2733, az =  9.8344, gx =  0.0092 rad/s, gy = -0.0045 rad/s, gz = -0.0039 rad/s, rpm_pitch =  0.0000, rpm_roll = -93.9505, I_w_pitch =  6.7209 A, I_w_roll =  4.6662 A, theta_pitch = -53.60846mrad, theta_roll_comp = -30.5135 mrad, theta_setpoint = -34.0999 mrad, 
msg =  372, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3722 ms, ax =  0.5274, ay = -0.3692, az =  9.6893, gx =  0.0038 rad/s, gy = -0.0045 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -93.9505, I_w_pitch =  6.7260 A, I_w_roll =  2.7699 A, theta_pitch = -53.64232mrad, theta_roll_comp = -30.4774 mrad, theta_setpoint = -34.0999 mrad, 
msg =  373, nerr =    4p/   6r, time steps =    5, qsz =    2, switch = on, t =     3732 ms, ax =  0.5023, ay = -0.2709, az =  9.7768, gx = -0.0047 rad/s, gy = -0.0037 rad/s, gz = -0.0184 rad/s, rpm_pitch =  0.0000, rpm_roll = -93.9505, I_w_pitch =  6.6988 A, I_w_roll = -0.2241 A, theta_pitch = -53.67427mrad, theta_roll_comp = -30.5059 mrad, theta_setpoint = -34.0999 mrad, 
msg =  374, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3742 ms, ax =  0.4987, ay = -0.3285, az =  9.8548, gx = -0.0087 rad/s, gy = -0.0032 rad/s, gz = -0.0192 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6785 A, I_w_roll = -1.5064 A, theta_pitch = -53.68092mrad, theta_roll_comp = -30.5752 mrad, theta_setpoint = -34.4588 mrad, 
msg =  375, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3752 ms, ax =  0.5155, ay = -0.2254, az =  9.9638, gx = -0.0065 rad/s, gy = -0.0030 rad/s, gz = -0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6741 A, I_w_roll = -0.7322 A, theta_pitch = -53.68661mrad, theta_roll_comp = -30.6204 mrad, theta_setpoint = -34.4588 mrad, 
msg =  376, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3762 ms, ax =  0.5023, ay = -0.2206, az =  9.9495, gx = -0.0014 rad/s, gy = -0.0032 rad/s, gz =  0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6800 A, I_w_roll =  1.0566 A, theta_pitch = -53.69086mrad, theta_roll_comp = -30.5756 mrad, theta_setpoint = -34.4588 mrad, 
msg =  377, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3772 ms, ax =  0.5502, ay = -0.1930, az =  9.8715, gx =  0.0043 rad/s, gy = -0.0034 rad/s, gz =  0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6950 A, I_w_roll =  3.1063 A, theta_pitch = -53.71935mrad, theta_roll_comp = -30.4614 mrad, theta_setpoint = -34.4588 mrad, 
msg =  378, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3782 ms, ax =  0.5538, ay = -0.2302, az =  9.8140, gx =  0.0032 rad/s, gy = -0.0036 rad/s, gz =  0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.7090 A, I_w_roll =  2.7835 A, theta_pitch = -53.77745mrad, theta_roll_comp = -30.3363 mrad, theta_setpoint = -34.4588 mrad, 
msg =  379, nerr =    5p/   7r, time steps =    5, qsz =    2, switch = on, t =     3792 ms, ax =  0.5574, ay = -0.3225, az =  9.7205, gx = -0.0012 rad/s, gy = -0.0028 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6863 A, I_w_roll =  1.2558 A, theta_pitch = -53.83936mrad, theta_roll_comp = -30.3106 mrad, theta_setpoint = -34.4588 mrad, 
msg =  380, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3802 ms, ax =  0.5298, ay = -0.2493, az =  9.8164, gx = -0.0079 rad/s, gy = -0.0018 rad/s, gz = -0.0253 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6549 A, I_w_roll = -1.1348 A, theta_pitch = -53.87817mrad, theta_roll_comp = -30.3453 mrad, theta_setpoint = -34.4588 mrad, 
msg =  381, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3812 ms, ax =  0.5191, ay = -0.2913, az =  9.9195, gx = -0.0089 rad/s, gy = -0.0016 rad/s, gz = -0.0237 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6455 A, I_w_roll = -1.4833 A, theta_pitch = -53.88674mrad, theta_roll_comp = -30.4010 mrad, theta_setpoint = -34.4588 mrad, 
msg =  382, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3822 ms, ax =  0.5059, ay = -0.2613, az =  9.9051, gx = -0.0059 rad/s, gy = -0.0020 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6607 A, I_w_roll = -0.4766 A, theta_pitch = -53.88171mrad, theta_roll_comp = -30.4473 mrad, theta_setpoint = -34.4588 mrad, 
msg =  383, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3832 ms, ax =  0.5047, ay = -0.2242, az =  9.9447, gx = -0.0020 rad/s, gy = -0.0016 rad/s, gz = -0.0019 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6428 A, I_w_roll =  0.9308 A, theta_pitch = -53.86895mrad, theta_roll_comp = -30.4242 mrad, theta_setpoint = -34.4588 mrad, 
msg =  384, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3842 ms, ax =  0.5214, ay = -0.2685, az =  9.8308, gx =  0.0000 rad/s, gy = -0.0020 rad/s, gz =  0.0021 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6586 A, I_w_roll =  1.6476 A, theta_pitch = -53.86739mrad, theta_roll_comp = -30.3799 mrad, theta_setpoint = -34.4588 mrad, 
msg =  385, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3852 ms, ax =  0.5274, ay = -0.3009, az =  9.7409, gx = -0.0037 rad/s, gy = -0.0013 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6339 A, I_w_roll =  0.3395 A, theta_pitch = -53.88055mrad, theta_roll_comp = -30.3878 mrad, theta_setpoint = -34.4588 mrad, 
msg =  386, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3862 ms, ax =  0.5310, ay = -0.2206, az =  9.8020, gx = -0.0082 rad/s, gy = -0.0008 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6145 A, I_w_roll = -1.2534 A, theta_pitch = -53.89289mrad, theta_roll_comp = -30.4087 mrad, theta_setpoint = -34.4588 mrad, 
msg =  387, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3872 ms, ax =  0.5155, ay = -0.2733, az =  9.8440, gx = -0.0107 rad/s, gy = -0.0010 rad/s, gz = -0.0200 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6254 A, I_w_roll = -2.1567 A, theta_pitch = -53.89457mrad, theta_roll_comp = -30.4533 mrad, theta_setpoint = -34.4588 mrad, 
msg =  388, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3882 ms, ax =  0.4879, ay = -0.2242, az =  9.8895, gx = -0.0099 rad/s, gy = -0.0020 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6601 A, I_w_roll = -1.8965 A, theta_pitch = -53.87789mrad, theta_roll_comp = -30.5019 mrad, theta_setpoint = -34.4588 mrad, 
msg =  389, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3892 ms, ax =  0.4843, ay = -0.2469, az =  9.9099, gx = -0.0065 rad/s, gy = -0.0026 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6830 A, I_w_roll = -0.6907 A, theta_pitch = -53.85281mrad, theta_roll_comp = -30.5165 mrad, theta_setpoint = -34.4588 mrad, 
msg =  390, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3902 ms, ax =  0.4855, ay = -0.2158, az =  9.8763, gx = -0.0035 rad/s, gy = -0.0029 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.6905 A, I_w_roll =  0.3438 A, theta_pitch = -53.83187mrad, theta_roll_comp = -30.4935 mrad, theta_setpoint = -34.4588 mrad, 
msg =  391, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3912 ms, ax =  0.4843, ay = -0.3596, az =  9.8080, gx = -0.0035 rad/s, gy = -0.0033 rad/s, gz = -0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -88.2353, I_w_pitch =  6.7043 A, I_w_roll =  0.3330 A, theta_pitch = -53.81697mrad, theta_roll_comp = -30.5205 mrad, theta_setpoint = -34.4588 mrad, 
msg =  392, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3922 ms, ax =  0.4687, ay = -0.3704, az =  9.7756, gx = -0.0051 rad/s, gy = -0.0030 rad/s, gz = -0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.1270, I_w_pitch =  6.6905 A, I_w_roll =  0.4353 A, theta_pitch = -53.79619mrad, theta_roll_comp = -30.6318 mrad, theta_setpoint = -36.2240 mrad, 
msg =  393, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3932 ms, ax =  0.5071, ay = -0.3356, az =  9.7984, gx = -0.0094 rad/s, gy = -0.0034 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.1270, I_w_pitch =  6.7055 A, I_w_roll = -1.1067 A, theta_pitch = -53.78973mrad, theta_roll_comp = -30.7586 mrad, theta_setpoint = -36.2240 mrad, 
msg =  394, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3942 ms, ax =  0.5131, ay = -0.3428, az =  9.8188, gx = -0.0098 rad/s, gy = -0.0033 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.1270, I_w_pitch =  6.7025 A, I_w_roll = -1.3001 A, theta_pitch = -53.80502mrad, theta_roll_comp = -30.8927 mrad, theta_setpoint = -36.2240 mrad, 
msg =  395, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3952 ms, ax =  0.5059, ay = -0.3273, az =  9.8751, gx = -0.0095 rad/s, gy = -0.0038 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.1270, I_w_pitch =  6.7259 A, I_w_roll = -1.2577 A, theta_pitch = -53.81931mrad, theta_roll_comp = -31.0196 mrad, theta_setpoint = -36.2240 mrad, 
msg =  396, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3962 ms, ax =  0.4831, ay = -0.3117, az =  9.9327, gx = -0.0051 rad/s, gy = -0.0036 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.3168, I_w_pitch =  6.7148 A, I_w_roll =  0.3422 A, theta_pitch = -53.81646mrad, theta_roll_comp = -31.1040 mrad, theta_setpoint = -36.4633 mrad, 
msg =  397, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3972 ms, ax =  0.5023, ay = -0.3572, az =  9.8524, gx = -0.0024 rad/s, gy = -0.0037 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.3168, I_w_pitch =  6.7196 A, I_w_roll =  1.2949 A, theta_pitch = -53.81292mrad, theta_roll_comp = -31.1689 mrad, theta_setpoint = -36.4633 mrad, 
msg =  398, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3982 ms, ax =  0.5071, ay = -0.3740, az =  9.8128, gx = -0.0014 rad/s, gy = -0.0038 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7268 A, I_w_roll =  1.6358 A, theta_pitch = -53.82540mrad, theta_roll_comp = -31.2477 mrad, theta_setpoint = -36.5787 mrad, 
msg =  399, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     3992 ms, ax =  0.5250, ay = -0.3416, az =  9.8308, gx = -0.0038 rad/s, gy = -0.0038 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7306 A, I_w_roll =  0.7659 A, theta_pitch = -53.85071mrad, theta_roll_comp = -31.3251 mrad, theta_setpoint = -36.5787 mrad, 
msg =  400, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     4002 ms, ax =  0.5214, ay = -0.4507, az =  9.7996, gx = -0.0055 rad/s, gy = -0.0036 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7246 A, I_w_roll =  0.1039 A, theta_pitch = -53.88148mrad, theta_roll_comp = -31.4655 mrad, theta_setpoint = -36.5787 mrad, 
msg =  401, nerr =    6p/   8r, time steps =    5, qsz =    2, switch = on, t =     4012 ms, ax =  0.5970, ay = -0.2697, az =  9.8548, gx = -0.0074 rad/s, gy = -0.0029 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7075 A, I_w_roll = -0.5933 A, theta_pitch = -53.94476mrad, theta_roll_comp = -31.5775 mrad, theta_setpoint = -36.5787 mrad, 
msg =  402, nerr =    6p/   9r, time steps =    5, qsz =    2, switch = on, t =     4022 ms, ax =  0.5550, ay = -0.2901, az =  9.9111, gx = -0.0047 rad/s, gy = -0.0024 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.6963 A, I_w_roll =  0.3276 A, theta_pitch = -54.01213mrad, theta_roll_comp = -31.6054 mrad, theta_setpoint = -36.5787 mrad, 
msg =  403, nerr =    6p/   9r, time steps =    5, qsz =    2, switch = on, t =     4032 ms, ax =  0.5934, ay = -0.3069, az =  9.8907, gx = -0.0018 rad/s, gy = -0.0024 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7058 A, I_w_roll =  1.3458 A, theta_pitch = -54.07599mrad, theta_roll_comp = -31.6231 mrad, theta_setpoint = -36.5787 mrad, 
msg =  404, nerr =    6p/   9r, time steps =    5, qsz =    2, switch = on, t =     4042 ms, ax =  0.5442, ay = -0.3141, az =  9.8452, gx =  0.0007 rad/s, gy = -0.0024 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7144 A, I_w_roll =  2.2300 A, theta_pitch = -54.13274mrad, theta_roll_comp = -31.6264 mrad, theta_setpoint = -36.5787 mrad, 
msg =  405, nerr =    6p/   9r, time steps =    5, qsz =    3, switch = on, t =     4052 ms, ax =  0.5610, ay = -0.3476, az =  9.8092, gx =  0.0012 rad/s, gy = -0.0020 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7047 A, I_w_roll =  2.4118 A, theta_pitch = -54.17513mrad, theta_roll_comp = -31.6378 mrad, theta_setpoint = -36.5787 mrad, 
msg =  406, nerr =    6p/   9r, time steps =    5, qsz =    2, switch = on, t =     4062 ms, ax =  0.5370, ay = -0.3273, az =  9.8104, gx = -0.0010 rad/s, gy = -0.0020 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.7101 A, I_w_roll =  1.6090 A, theta_pitch = -54.21111mrad, theta_roll_comp = -31.6641 mrad, theta_setpoint = -36.5787 mrad, 
msg =  407, nerr =    6p/   9r, time steps =    5, qsz =    2, switch = on, t =     4072 ms, ax =  0.5322, ay = -0.3177, az =  9.8560, gx = -0.0030 rad/s, gy = -0.0010 rad/s, gz = -0.0178 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.6752 A, I_w_roll =  0.8973 A, theta_pitch = -54.22657mrad, theta_roll_comp = -31.6956 mrad, theta_setpoint = -36.5787 mrad, 
msg =  408, nerr =    6p/  10r, time steps =    5, qsz =    2, switch = on, t =     4082 ms, ax =  0.5119, ay = -0.3824, az =  9.8847, gx = -0.0021 rad/s, gy = -0.0012 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.6800 A, I_w_roll =  1.1977 A, theta_pitch = -54.22300mrad, theta_roll_comp = -31.7602 mrad, theta_setpoint = -36.5787 mrad, 
msg =  409, nerr =    6p/  10r, time steps =    5, qsz =    2, switch = on, t =     4092 ms, ax =  0.5238, ay = -0.3308, az =  9.8847, gx =  0.0002 rad/s, gy = -0.0014 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch =  6.6898 A, I_w_roll =  1.9699 A, theta_pitch = -54.21759mrad, theta_roll_comp = -31.8105 mrad, theta_setpoint = -36.5787 mrad, 
