picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -5.5459, rpm_roll = -0.0000, I_w_pitch = -3.5804 A, I_w_roll = -18.7697 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =   58, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1162 ms, ax = -0.3908, ay = -0.7564, az =  9.8787, gx = -0.0712 rad/s, gy = -0.2267 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.4606 A, I_w_roll = -29.7077 A, theta_pitch = 20.72265mrad, theta_roll_comp = -51.9764 mrad, theta_setpoint = -40.0000 mrad, 
msg =   59, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1182 ms, ax = -0.2254, ay = -0.7420, az =  9.9135, gx = -0.0768 rad/s, gy = -0.2259 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.0737 A, I_w_roll = -32.4405 A, theta_pitch = 16.42259mrad, theta_roll_comp = -53.9151 mrad, theta_setpoint = -40.0000 mrad, 
msg =   60, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1202 ms, ax = -0.1510, ay = -0.7564, az =  9.8428, gx = -0.0822 rad/s, gy = -0.2289 rad/s, gz =  0.0016 rad/s, rpm_pitch = -4.3668, rpm_roll = -0.0000, I_w_pitch =  0.1021 A, I_w_roll = -35.1561 A, theta_pitch = 11.95469mrad, theta_roll_comp = -55.9271 mrad, theta_setpoint = -40.0000 mrad, 
msg =   61, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1222 ms, ax = -0.1271, ay = -0.7684, az =  9.8056, gx = -0.0881 rad/s, gy = -0.2319 rad/s, gz =  0.0201 rad/s, rpm_pitch = -0.1747, rpm_roll = -0.0000, I_w_pitch =  6.4332 A, I_w_roll = -38.0546 A, theta_pitch = 7.42161mrad, theta_roll_comp = -58.0470 mrad, theta_setpoint = -40.0000 mrad, 
msg =   62, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1242 ms, ax = -0.1498, ay = -0.7636, az =  9.8895, gx = -0.0924 rad/s, gy = -0.2302 rad/s, gz =  0.0249 rad/s, rpm_pitch = -0.1747, rpm_roll = -0.0000, I_w_pitch =  7.0328 A, I_w_roll = -40.4209 A, theta_pitch = 2.96220mrad, theta_roll_comp = -60.2345 mrad, theta_setpoint = -40.0000 mrad, 
msg =   63, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1262 ms, ax = -0.2110, ay = -0.7636, az =  9.9387, gx = -0.0928 rad/s, gy = -0.2230 rad/s, gz =  0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.6046 A, I_w_roll = -41.4268 A, theta_pitch = -1.23143mrad, theta_roll_comp = -62.3996 mrad, theta_setpoint = -40.0000 mrad, 
msg =   64, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1282 ms, ax = -0.2973, ay = -0.8511, az =  9.9087, gx = -0.0942 rad/s, gy = -0.2088 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5942 A, I_w_roll = -42.8330 A, theta_pitch = -4.96114mrad, theta_roll_comp = -64.6336 mrad, theta_setpoint = -40.0000 mrad, 
msg =   65, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1302 ms, ax = -0.3740, ay = -0.9506, az =  9.8991, gx = -0.0964 rad/s, gy = -0.1882 rad/s, gz = -0.0292 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2457 A, I_w_roll = -44.5431 A, theta_pitch = -8.10635mrad, theta_roll_comp = -67.0447 mrad, theta_setpoint = -40.0000 mrad, 
msg =   66, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1322 ms, ax = -0.3968, ay = -1.0297, az =  9.9291, gx = -0.0962 rad/s, gy = -0.1641 rad/s, gz = -0.0228 rad/s, rpm_pitch = -2.0524, rpm_roll = -0.0000, I_w_pitch =  3.9574 A, I_w_roll = -45.5191 A, theta_pitch = -10.65578mrad, theta_roll_comp = -69.6011 mrad, theta_setpoint = -40.0000 mrad, 
msg =   67, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1342 ms, ax = -0.3896, ay = -1.1028, az =  9.9579, gx = -0.0957 rad/s, gy = -0.1354 rad/s, gz = -0.0071 rad/s, rpm_pitch = -2.0524, rpm_roll = -0.0000, I_w_pitch =  3.0975 A, I_w_roll = -46.3927 A, theta_pitch = -12.59254mrad, theta_roll_comp = -72.2513 mrad, theta_setpoint = -40.0000 mrad, 
msg =   68, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1362 ms, ax = -0.3464, ay = -1.1676, az =  9.9507, gx = -0.0918 rad/s, gy = -0.1060 rad/s, gz =  0.0040 rad/s, rpm_pitch = -0.5240, rpm_roll = -0.0000, I_w_pitch =  4.1453 A, I_w_roll = -46.1149 A, theta_pitch = -13.98770mrad, theta_roll_comp = -74.9353 mrad, theta_setpoint = -40.0000 mrad, 
msg =   69, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1382 ms, ax = -0.2805, ay = -1.2119, az =  9.9315, gx = -0.0856 rad/s, gy = -0.0796 rad/s, gz =  0.0031 rad/s, rpm_pitch = -0.5240, rpm_roll = -0.0000, I_w_pitch =  3.2284 A, I_w_roll = -44.9813 A, theta_pitch = -14.90557mrad, theta_roll_comp = -77.5773 mrad, theta_setpoint = -40.0000 mrad, 
msg =   70, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1402 ms, ax = -0.2110, ay = -1.2479, az =  9.9255, gx = -0.0765 rad/s, gy = -0.0579 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1348 A, I_w_roll = -42.8168 A, theta_pitch = -15.46232mrad, theta_roll_comp = -80.0887 mrad, theta_setpoint = -40.0000 mrad, 
msg =   71, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1422 ms, ax = -0.1678, ay = -1.2934, az =  9.9051, gx = -0.0684 rad/s, gy = -0.0448 rad/s, gz = -0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6606 A, I_w_roll = -40.9233 A, theta_pitch = -15.78101mrad, theta_roll_comp = -82.4621 mrad, theta_setpoint = -40.0000 mrad, 
msg =   72, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1442 ms, ax = -0.1355, ay = -1.3234, az =  9.8703, gx = -0.0616 rad/s, gy = -0.0400 rad/s, gz = -0.0186 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.5023 A, I_w_roll = -39.4482 A, theta_pitch = -16.00340mrad, theta_roll_comp = -84.7164 mrad, theta_setpoint = -40.0000 mrad, 
msg =   73, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1462 ms, ax = -0.1199, ay = -1.3462, az =  9.8188, gx = -0.0516 rad/s, gy = -0.0402 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.5391 A, I_w_roll = -36.8013 A, theta_pitch = -16.21356mrad, theta_roll_comp = -86.8373 mrad, theta_setpoint = -40.0000 mrad, 
msg =   74, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1482 ms, ax = -0.1486, ay = -1.3414, az =  9.8560, gx = -0.0490 rad/s, gy = -0.0374 rad/s, gz = -0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4539 A, I_w_roll = -36.6678 A, theta_pitch = -16.39121mrad, theta_roll_comp = -88.8339 mrad, theta_setpoint = -40.0000 mrad, 
msg =   75, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1502 ms, ax = -0.2158, ay = -1.3426, az =  9.9111, gx = -0.0415 rad/s, gy = -0.0330 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2791 A, I_w_roll = -34.7858 A, theta_pitch = -16.39784mrad, theta_roll_comp = -90.6533 mrad, theta_setpoint = -40.0000 mrad, 
msg =   76, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1522 ms, ax = -0.2697, ay = -1.3258, az =  9.8943, gx = -0.0326 rad/s, gy = -0.0246 rad/s, gz = -0.0188 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9053 A, I_w_roll = -32.3033 A, theta_pitch = -16.14285mrad, theta_roll_comp = -92.2534 mrad, theta_setpoint = -40.0000 mrad, 
msg =   77, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1542 ms, ax = -0.2649, ay = -1.3246, az =  9.9243, gx = -0.0269 rad/s, gy = -0.0135 rad/s, gz = -0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3901 A, I_w_roll = -30.8656 A, theta_pitch = -15.65496mrad, theta_roll_comp = -93.6690 mrad, theta_setpoint = -40.0000 mrad, 
msg =   78, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1562 ms, ax = -0.2577, ay = -1.3102, az =  9.9339, gx = -0.0189 rad/s, gy =  0.0007 rad/s, gz = -0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.7119 A, I_w_roll = -28.5494 A, theta_pitch = -14.93286mrad, theta_roll_comp = -94.8691 mrad, theta_setpoint = -40.0000 mrad, 
msg =   79, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1582 ms, ax = -0.2254, ay = -1.2323, az =  9.8847, gx = -0.0135 rad/s, gy =  0.0159 rad/s, gz = -0.0233 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.0395 A, I_w_roll = -27.0584 A, theta_pitch = -13.97179mrad, theta_roll_comp = -95.8019 mrad, theta_setpoint = -40.0000 mrad, 
msg =   80, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1602 ms, ax = -0.1774, ay = -1.1304, az =  9.8823, gx = -0.0089 rad/s, gy =  0.0307 rad/s, gz = -0.0393 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8022 A, I_w_roll = -25.6926 A, theta_pitch = -12.82799mrad, theta_roll_comp = -96.4653 mrad, theta_setpoint = -40.0000 mrad, 
msg =   81, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1622 ms, ax = -0.1762, ay = -1.1484, az =  9.9303, gx = -0.0066 rad/s, gy =  0.0464 rad/s, gz = -0.0539 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6388 A, I_w_roll = -25.1024 A, theta_pitch = -11.44094mrad, theta_roll_comp = -96.9704 mrad, theta_setpoint = -40.0000 mrad, 
msg =   82, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1642 ms, ax = -0.1810, ay = -1.2647, az =  9.9171, gx = -0.0061 rad/s, gy =  0.0613 rad/s, gz = -0.0510 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.4837 A, I_w_roll = -25.1646 A, theta_pitch = -9.78484mrad, theta_roll_comp = -97.5921 mrad, theta_setpoint = -40.0000 mrad, 
msg =   83, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1662 ms, ax = -0.2110, ay = -1.3462, az =  9.9806, gx = -0.0049 rad/s, gy =  0.0739 rad/s, gz = -0.0272 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.2800 A, I_w_roll = -25.0655 A, theta_pitch = -7.84979mrad, theta_roll_comp = -98.3929 mrad, theta_setpoint = -40.0000 mrad, 
msg =   84, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1682 ms, ax = -0.2350, ay = -1.3426, az =  9.9183, gx = -0.0031 rad/s, gy =  0.0855 rad/s, gz =  0.0037 rad/s, rpm_pitch =  5.7205, rpm_roll = -0.0000, I_w_pitch =  3.4699 A, I_w_roll = -24.7875 A, theta_pitch = -5.64346mrad, theta_roll_comp = -99.2126 mrad, theta_setpoint = -40.0000 mrad, 
msg =   85, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1702 ms, ax = -0.2505, ay = -1.3366, az =  9.8368, gx =  0.0042 rad/s, gy =  0.0943 rad/s, gz =  0.0124 rad/s, rpm_pitch =  5.7205, rpm_roll = -0.0000, I_w_pitch =  2.7603 A, I_w_roll = -22.5030 A, theta_pitch = -3.25595mrad, theta_roll_comp = -99.9093 mrad, theta_setpoint = -40.0000 mrad, 
msg =   86, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1722 ms, ax = -0.3093, ay = -1.4313, az =  9.8991, gx =  0.0151 rad/s, gy =  0.0990 rad/s, gz =  0.0004 rad/s, rpm_pitch =  0.0873, rpm_roll = -0.0000, I_w_pitch = -5.2392 A, I_w_roll = -18.9164 A, theta_pitch = -0.69614mrad, theta_roll_comp = -100.4967 mrad, theta_setpoint = -40.0000 mrad, 
msg =   87, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1742 ms, ax = -0.3932, ay = -1.5260, az =  9.9519, gx =  0.0301 rad/s, gy =  0.1014 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.8560 A, I_w_roll = -13.8456 A, theta_pitch = 2.00939mrad, theta_roll_comp = -100.9852 mrad, theta_setpoint = -40.0000 mrad, 
msg =   88, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1762 ms, ax = -0.4939, ay = -1.5296, az =  9.8356, gx =  0.0432 rad/s, gy =  0.1004 rad/s, gz = -0.0285 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.2492 A, I_w_roll = -9.4026 A, theta_pitch = 4.87878mrad, theta_roll_comp = -101.2957 mrad, theta_setpoint = -40.0000 mrad, 
msg =   89, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1782 ms, ax = -0.5298, ay = -1.4780, az =  9.8152, gx =  0.0562 rad/s, gy =  0.0983 rad/s, gz = -0.0310 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.6015 A, I_w_roll = -4.8315 A, theta_pitch = 7.79578mrad, theta_roll_comp = -101.2858 mrad, theta_setpoint = -40.0000 mrad, 
msg =   90, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1802 ms, ax = -0.5131, ay = -1.4229, az =  9.9027, gx =  0.0680 rad/s, gy =  0.0988 rad/s, gz = -0.0305 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -7.0493 A, I_w_roll = -0.5891 A, theta_pitch = 10.63876mrad, theta_roll_comp = -100.9326 mrad, theta_setpoint = -40.0000 mrad, 
msg =   91, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1822 ms, ax = -0.4891, ay = -1.3270, az =  9.9135, gx =  0.0771 rad/s, gy =  0.1026 rad/s, gz = -0.0345 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -7.6160 A, I_w_roll =  2.9140 A, theta_pitch = 13.42285mrad, theta_roll_comp = -100.2141 mrad, theta_setpoint = -40.0000 mrad, 
msg =   92, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1842 ms, ax = -0.4783, ay = -1.2167, az =  9.8584, gx =  0.0847 rad/s, gy =  0.1104 rad/s, gz = -0.0389 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.3531 A, I_w_roll =  6.0040 A, theta_pitch = 16.24220mrad, theta_roll_comp = -99.1303 mrad, theta_setpoint = -40.0000 mrad, 
msg =   93, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1862 ms, ax = -0.5035, ay = -1.1796, az =  9.9003, gx =  0.0871 rad/s, gy =  0.1217 rad/s, gz = -0.0353 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -9.2512 A, I_w_roll =  7.3594 A, theta_pitch = 19.21127mrad, theta_roll_comp = -97.8388 mrad, theta_setpoint = -40.0000 mrad, 
msg =   94, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1882 ms, ax = -0.5334, ay = -1.0753, az =  9.9471, gx =  0.0882 rad/s, gy =  0.1329 rad/s, gz = -0.0216 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -10.1771 A, I_w_roll =  8.3126 A, theta_pitch = 22.40128mrad, theta_roll_comp = -96.3881 mrad, theta_setpoint = -40.0000 mrad, 
msg =   95, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1902 ms, ax = -0.5874, ay = -0.9350, az =  9.9495, gx =  0.0854 rad/s, gy =  0.1444 rad/s, gz = -0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.1517 A, I_w_roll =  7.9894 A, theta_pitch = 25.84460mrad, theta_roll_comp = -94.7493 mrad, theta_setpoint = -40.0000 mrad, 
msg =   96, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1922 ms, ax = -0.6209, ay = -0.8475, az =  9.9267, gx =  0.0809 rad/s, gy =  0.1524 rad/s, gz =  0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.0188 A, I_w_roll =  7.1157 A, theta_pitch = 29.49493mrad, theta_roll_comp = -92.9723 mrad, theta_setpoint = -40.0000 mrad, 
msg =   97, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1942 ms, ax = -0.6054, ay = -0.7888, az =  9.8368, gx =  0.0770 rad/s, gy =  0.1568 rad/s, gz =  0.0208 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.7519 A, I_w_roll =  6.4768 A, theta_pitch = 33.21083mrad, theta_roll_comp = -91.1907 mrad, theta_setpoint = -40.0000 mrad, 
msg =   98, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1962 ms, ax = -0.6066, ay = -0.7552, az =  9.8296, gx =  0.0734 rad/s, gy =  0.1592 rad/s, gz =  0.0230 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -13.4025 A, I_w_roll =  5.9105 A, theta_pitch = 36.90894mrad, theta_roll_comp = -89.4606 mrad, theta_setpoint = -40.0000 mrad, 
msg =   99, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     1982 ms, ax = -0.6401, ay = -0.7312, az =  9.9327, gx =  0.0674 rad/s, gy =  0.1592 rad/s, gz =  0.0244 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -13.9546 A, I_w_roll =  4.4906 A, theta_pitch = 40.58941mrad, theta_roll_comp = -87.7675 mrad, theta_setpoint = -40.0000 mrad, 
msg =  100, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2002 ms, ax = -0.7084, ay = -0.7444, az =  9.9830, gx =  0.0588 rad/s, gy =  0.1550 rad/s, gz =  0.0385 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -14.3379 A, I_w_roll =  2.0728 A, theta_pitch = 44.24523mrad, theta_roll_comp = -86.2388 mrad, theta_setpoint = -40.0000 mrad, 
msg =  101, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2022 ms, ax = -0.7132, ay = -0.7744, az =  9.9327, gx =  0.0530 rad/s, gy =  0.1477 rad/s, gz =  0.0743 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -14.5755 A, I_w_roll =  0.5856 A, theta_pitch = 47.78269mrad, theta_roll_comp = -84.9469 mrad, theta_setpoint = -40.0000 mrad, 
msg =  102, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2042 ms, ax = -0.7168, ay = -0.7744, az =  9.8272, gx =  0.0459 rad/s, gy =  0.1384 rad/s, gz =  0.1121 rad/s, rpm_pitch =  2.1834, rpm_roll = -0.0000, I_w_pitch = -11.8205 A, I_w_roll = -1.4909 A, theta_pitch = 51.09805mrad, theta_roll_comp = -83.8466 mrad, theta_setpoint = -40.0000 mrad, 
msg =  103, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2062 ms, ax = -0.7996, ay = -0.7972, az =  9.7685, gx =  0.0381 rad/s, gy =  0.1252 rad/s, gz =  0.1499 rad/s, rpm_pitch =  2.1834, rpm_roll = -0.0000, I_w_pitch = -11.7611 A, I_w_roll = -3.8328 A, theta_pitch = 54.21708mrad, theta_roll_comp = -82.9438 mrad, theta_setpoint = -40.0000 mrad, 
msg =  104, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2082 ms, ax = -0.8919, ay = -0.9134, az =  9.8691, gx =  0.0349 rad/s, gy =  0.1099 rad/s, gz =  0.1965 rad/s, rpm_pitch = -1.7031, rpm_roll = -0.0000, I_w_pitch = -16.7184 A, I_w_roll = -4.7010 A, theta_pitch = 57.17922mrad, theta_roll_comp = -82.3180 mrad, theta_setpoint = -40.0000 mrad, 
msg =  105, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2102 ms, ax = -0.9398, ay = -1.0261, az =  9.9027, gx =  0.0319 rad/s, gy =  0.0946 rad/s, gz =  0.2543 rad/s, rpm_pitch = -4.7162, rpm_roll = -0.0000, I_w_pitch = -20.4873 A, I_w_roll = -5.6446 A, theta_pitch = 59.89753mrad, theta_roll_comp = -81.9973 mrad, theta_setpoint = -40.0000 mrad, 
msg =  106, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2122 ms, ax = -0.9734, ay = -1.0908, az =  9.8428, gx =  0.0328 rad/s, gy =  0.0790 rad/s, gz =  0.3162 rad/s, rpm_pitch = -4.7162, rpm_roll = -0.0000, I_w_pitch = -20.2291 A, I_w_roll = -5.2613 A, theta_pitch = 62.33083mrad, theta_roll_comp = -81.8547 mrad, theta_setpoint = -40.0000 mrad, 
msg =  107, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2142 ms, ax = -0.9866, ay = -1.1160, az =  9.7996, gx =  0.0345 rad/s, gy =  0.0630 rad/s, gz =  0.3778 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -13.6913 A, I_w_roll = -4.6284 A, theta_pitch = 64.47086mrad, theta_roll_comp = -81.7871 mrad, theta_setpoint = -40.0000 mrad, 
msg =  108, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2162 ms, ax = -1.0513, ay = -1.1316, az =  9.8068, gx =  0.0357 rad/s, gy =  0.0449 rad/s, gz =  0.4366 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -13.2415 A, I_w_roll = -4.1911 A, theta_pitch = 66.30083mrad, theta_roll_comp = -81.7423 mrad, theta_setpoint = -40.0000 mrad, 
msg =  109, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2182 ms, ax = -1.1436, ay = -1.0825, az =  9.8763, gx =  0.0404 rad/s, gy =  0.0213 rad/s, gz =  0.4944 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.5284 A, I_w_roll = -2.4983 A, theta_pitch = 67.83163mrad, theta_roll_comp = -81.5883 mrad, theta_setpoint = -40.0000 mrad, 
msg =  110, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2202 ms, ax = -1.1772, ay = -0.9794, az =  9.8536, gx =  0.0466 rad/s, gy = -0.0069 rad/s, gz =  0.5371 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.5664 A, I_w_roll = -0.1405 A, theta_pitch = 68.94612mrad, theta_roll_comp = -81.1697 mrad, theta_setpoint = -40.0000 mrad, 
msg =  111, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2222 ms, ax = -1.1100, ay = -0.8247, az =  9.7565, gx =  0.0484 rad/s, gy = -0.0305 rad/s, gz =  0.5535 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -10.7039 A, I_w_roll =  0.7638 A, theta_pitch = 69.48141mrad, theta_roll_comp = -80.4234 mrad, theta_setpoint = -40.0000 mrad, 
msg =  112, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2242 ms, ax = -1.0729, ay = -0.7144, az =  9.7876, gx =  0.0486 rad/s, gy = -0.0531 rad/s, gz =  0.5518 rad/s, rpm_pitch = -4.3231, rpm_roll = -0.0000, I_w_pitch = -15.4943 A, I_w_roll =  1.2554 A, theta_pitch = 69.44407mrad, theta_roll_comp = -79.4276 mrad, theta_setpoint = -40.0000 mrad, 
msg =  113, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2262 ms, ax = -0.9878, ay = -0.5131, az =  9.8955, gx =  0.0474 rad/s, gy = -0.0783 rad/s, gz =  0.5315 rad/s, rpm_pitch = -0.0873, rpm_roll = -0.0000, I_w_pitch = -8.8080 A, I_w_roll =  1.3610 A, theta_pitch = 68.82147mrad, theta_roll_comp = -78.1150 mrad, theta_setpoint = -40.0000 mrad, 
msg =  114, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2282 ms, ax = -0.8715, ay = -0.2949, az =  9.8236, gx =  0.0534 rad/s, gy = -0.1088 rad/s, gz =  0.4515 rad/s, rpm_pitch = -0.0873, rpm_roll = -0.0000, I_w_pitch = -7.3785 A, I_w_roll =  4.1615 A, theta_pitch = 67.42238mrad, theta_roll_comp = -76.3568 mrad, theta_setpoint = -40.0000 mrad, 
msg =  115, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2302 ms, ax = -0.8487, ay = -0.2961, az =  9.7673, gx =  0.0574 rad/s, gy = -0.1362 rad/s, gz =  0.3639 rad/s, rpm_pitch = -6.2445, rpm_roll = -0.0000, I_w_pitch = -14.0910 A, I_w_roll =  6.3851 A, theta_pitch = 65.35278mrad, theta_roll_comp = -74.2930 mrad, theta_setpoint = -40.0000 mrad, 
msg =  116, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     2322 ms, ax = -0.9146, ay = -0.3105, az =  9.9231, gx =  0.0552 rad/s, gy = -0.1583 rad/s, gz =  0.3052 rad/s, rpm_pitch = -6.2445, rpm_roll = -0.0000, I_w_pitch = -12.8373 A, I_w_roll =  6.3868 A, theta_pitch = 62.88926mrad, theta_roll_comp = -72.3081 mrad, theta_setpoint = -40.0000 mrad, 
