picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1892 A, I_w_roll = -249.2544 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =   58, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      582 ms, ax =  0.4435, ay = -6.0800, az =  7.8936, gx = -0.0016 rad/s, gy =  0.0030 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1535 A, I_w_roll = -98.6997 A, theta_pitch = -25.14730mrad, theta_roll_comp = -285.3912 mrad, theta_setpoint = -40.0000 mrad, 
msg =   59, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      592 ms, ax =  0.4435, ay = -6.0836, az =  7.8912, gx = -0.0014 rad/s, gy =  0.0026 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2117 A, I_w_roll = -100.1386 A, theta_pitch = -25.42874mrad, theta_roll_comp = -289.1048 mrad, theta_setpoint = -40.0000 mrad, 
msg =   60, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      602 ms, ax =  0.4399, ay = -6.0931, az =  7.8829, gx = -0.0017 rad/s, gy =  0.0018 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2861 A, I_w_roll = -101.7065 A, theta_pitch = -25.71149mrad, theta_roll_comp = -292.7915 mrad, theta_setpoint = -40.0000 mrad, 
msg =   61, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      612 ms, ax =  0.4339, ay = -6.1003, az =  7.8864, gx = -0.0016 rad/s, gy =  0.0012 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3494 A, I_w_roll = -103.1228 A, theta_pitch = -25.99187mrad, theta_roll_comp = -296.4489 mrad, theta_setpoint = -40.0000 mrad, 
msg =   62, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      622 ms, ax =  0.4303, ay = -6.1111, az =  7.8793, gx = -0.0012 rad/s, gy =  0.0006 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4177 A, I_w_roll = -104.4339 A, theta_pitch = -26.26974mrad, theta_roll_comp = -300.0761 mrad, theta_setpoint = -40.0000 mrad, 
msg =   63, nerr =    5p/   2r, time steps =    5, qsz =    2, switch = off, t =      632 ms, ax =  0.4279, ay = -6.1195, az =  7.8829, gx = -0.0013 rad/s, gy = -0.0001 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4861 A, I_w_roll = -105.9204 A, theta_pitch = -26.54795mrad, theta_roll_comp = -303.6758 mrad, theta_setpoint = -40.0000 mrad, 
msg =   64, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      642 ms, ax =  0.4291, ay = -6.1219, az =  7.8817, gx = -0.0012 rad/s, gy = -0.0008 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.5549 A, I_w_roll = -107.2995 A, theta_pitch = -26.82916mrad, theta_roll_comp = -307.2401 mrad, theta_setpoint = -40.0000 mrad, 
msg =   65, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      652 ms, ax =  0.4255, ay = -6.1207, az =  7.8852, gx = -0.0012 rad/s, gy = -0.0012 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6132 A, I_w_roll = -108.7113 A, theta_pitch = -27.11108mrad, theta_roll_comp = -310.7697 mrad, theta_setpoint = -40.0000 mrad, 
msg =   66, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      662 ms, ax =  0.4291, ay = -6.1195, az =  7.8817, gx = -0.0008 rad/s, gy = -0.0014 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6662 A, I_w_roll = -109.9678 A, theta_pitch = -27.39375mrad, theta_roll_comp = -314.2603 mrad, theta_setpoint = -40.0000 mrad, 
msg =   67, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      672 ms, ax =  0.4279, ay = -6.1147, az =  7.8805, gx = -0.0009 rad/s, gy = -0.0020 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7303 A, I_w_roll = -111.3962 A, theta_pitch = -27.67917mrad, theta_roll_comp = -317.7148 mrad, theta_setpoint = -40.0000 mrad, 
msg =   68, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      682 ms, ax =  0.4267, ay = -6.1111, az =  7.8757, gx = -0.0005 rad/s, gy = -0.0021 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7783 A, I_w_roll = -112.6231 A, theta_pitch = -27.96361mrad, theta_roll_comp = -321.1316 mrad, theta_setpoint = -40.0000 mrad, 
msg =   69, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      692 ms, ax =  0.4267, ay = -6.1003, az =  7.8793, gx = -0.0005 rad/s, gy = -0.0024 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.8314 A, I_w_roll = -113.9734 A, theta_pitch = -28.24662mrad, theta_roll_comp = -324.5075 mrad, theta_setpoint = -40.0000 mrad, 
msg =   70, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      702 ms, ax =  0.4315, ay = -6.0943, az =  7.8805, gx = -0.0006 rad/s, gy = -0.0032 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9067 A, I_w_roll = -115.3535 A, theta_pitch = -28.53531mrad, theta_roll_comp = -327.8411 mrad, theta_setpoint = -40.0000 mrad, 
msg =   71, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      712 ms, ax =  0.4411, ay = -6.0943, az =  7.8805, gx = -0.0009 rad/s, gy = -0.0041 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9896 A, I_w_roll = -116.7671 A, theta_pitch = -28.83911mrad, theta_roll_comp = -331.1423 mrad, theta_setpoint = -40.0000 mrad, 
msg =   72, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      722 ms, ax =  0.4423, ay = -6.0919, az =  7.8852, gx = -0.0009 rad/s, gy = -0.0044 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.0471 A, I_w_roll = -118.0734 A, theta_pitch = -29.15176mrad, theta_roll_comp = -334.4080 mrad, theta_setpoint = -40.0000 mrad, 
msg =   73, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      732 ms, ax =  0.4423, ay = -6.0884, az =  7.8852, gx = -0.0010 rad/s, gy = -0.0048 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1101 A, I_w_roll = -119.4128 A, theta_pitch = -29.46534mrad, theta_roll_comp = -337.6398 mrad, theta_setpoint = -40.0000 mrad, 
msg =   74, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      742 ms, ax =  0.4411, ay = -6.0836, az =  7.8841, gx = -0.0010 rad/s, gy = -0.0053 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1786 A, I_w_roll = -120.6909 A, theta_pitch = -29.77954mrad, theta_roll_comp = -340.8351 mrad, theta_setpoint = -40.0000 mrad, 
msg =   75, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      752 ms, ax =  0.4471, ay = -6.0836, az =  7.8793, gx = -0.0010 rad/s, gy = -0.0056 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2370 A, I_w_roll = -121.9571 A, theta_pitch = -30.09822mrad, theta_roll_comp = -344.0006 mrad, theta_setpoint = -40.0000 mrad, 
msg =   76, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      762 ms, ax =  0.4519, ay = -6.0824, az =  7.8817, gx = -0.0014 rad/s, gy = -0.0058 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2964 A, I_w_roll = -123.3504 A, theta_pitch = -30.42300mrad, theta_roll_comp = -347.1344 mrad, theta_setpoint = -40.0000 mrad, 
msg =   77, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      772 ms, ax =  0.4687, ay = -6.0943, az =  7.8829, gx = -0.0017 rad/s, gy = -0.0058 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3469 A, I_w_roll = -124.6884 A, theta_pitch = -30.75994mrad, theta_roll_comp = -350.2465 mrad, theta_setpoint = -40.0000 mrad, 
msg =   78, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      782 ms, ax =  0.4771, ay = -6.1039, az =  7.8841, gx = -0.0016 rad/s, gy = -0.0054 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3829 A, I_w_roll = -125.8765 A, theta_pitch = -31.10661mrad, theta_roll_comp = -353.3332 mrad, theta_setpoint = -40.0000 mrad, 
msg =   79, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      792 ms, ax =  0.4807, ay = -6.1171, az =  7.8936, gx = -0.0014 rad/s, gy = -0.0050 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.4189 A, I_w_roll = -127.0547 A, theta_pitch = -31.45292mrad, theta_roll_comp = -356.3951 mrad, theta_setpoint = -40.0000 mrad, 
msg =   80, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      802 ms, ax =  0.4771, ay = -6.1219, az =  7.8936, gx = -0.0013 rad/s, gy = -0.0044 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.4428 A, I_w_roll = -128.2217 A, theta_pitch = -31.78988mrad, theta_roll_comp = -359.4290 mrad, theta_setpoint = -40.0000 mrad, 
msg =   81, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      812 ms, ax =  0.4747, ay = -6.1255, az =  7.8900, gx = -0.0013 rad/s, gy = -0.0045 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.4973 A, I_w_roll = -129.4247 A, theta_pitch = -32.11735mrad, theta_roll_comp = -362.4365 mrad, theta_setpoint = -40.0000 mrad, 
msg =   82, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      822 ms, ax =  0.4627, ay = -6.1219, az =  7.8900, gx = -0.0012 rad/s, gy = -0.0046 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.5500 A, I_w_roll = -130.5691 A, theta_pitch = -32.43356mrad, theta_roll_comp = -365.4142 mrad, theta_setpoint = -40.0000 mrad, 
msg =   83, nerr =    6p/   2r, time steps =    5, qsz =    2, switch = off, t =      832 ms, ax =  0.4531, ay = -6.1243, az =  7.8912, gx = -0.0006 rad/s, gy = -0.0049 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.6059 A, I_w_roll = -131.5605 A, theta_pitch = -32.73521mrad, theta_roll_comp = -368.3586 mrad, theta_setpoint = -40.0000 mrad, 
msg =   84, nerr =    6p/   3r, time steps =    5, qsz =    2, switch = off, t =      842 ms, ax =  0.4591, ay = -6.1147, az =  7.9008, gx = -0.0004 rad/s, gy = -0.0052 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.6614 A, I_w_roll = -132.6285 A, theta_pitch = -33.03431mrad, theta_roll_comp = -371.2617 mrad, theta_setpoint = -40.0000 mrad, 
msg =   85, nerr =    6p/   3r, time steps =    5, qsz =    2, switch = off, t =      852 ms, ax =  0.4567, ay = -6.1135, az =  7.9020, gx = -0.0001 rad/s, gy = -0.0057 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.7280 A, I_w_roll = -133.6818 A, theta_pitch = -33.33624mrad, theta_roll_comp = -374.1280 mrad, theta_setpoint = -40.0000 mrad, 
msg =   86, nerr =    6p/   3r, time steps =    5, qsz =    2, switch = off, t =      862 ms, ax =  0.4567, ay = -6.1051, az =  7.9080, gx = -0.0004 rad/s, gy = -0.0064 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.8001 A, I_w_roll = -134.9068 A, theta_pitch = -33.63930mrad, theta_roll_comp = -376.9574 mrad, theta_setpoint = -40.0000 mrad, 
msg =   87, nerr =    6p/   3r, time steps =    5, qsz =    2, switch = off, t =      872 ms, ax =  0.4507, ay = -6.0931, az =  7.9068, gx = -0.0004 rad/s, gy = -0.0077 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.8993 A, I_w_roll = -136.0245 A, theta_pitch = -33.94548mrad, theta_roll_comp = -379.7517 mrad, theta_setpoint = -40.0000 mrad, 
msg =   88, nerr =    6p/   3r, time steps =    5, qsz =    2, switch = off, t =      882 ms, ax =  0.4495, ay = -6.0955, az =  7.8984, gx = -0.0006 rad/s, gy = -0.0084 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9723 A, I_w_roll = -137.2246 A, theta_pitch = -34.25431mrad, theta_roll_comp = -382.5188 mrad, theta_setpoint = -40.0000 mrad, 
msg =   89, nerr =    6p/   3r, time steps =    5, qsz =    3, switch = off, t =      892 ms, ax =  0.4471, ay = -6.0907, az =  7.8900, gx = -0.0005 rad/s, gy = -0.0090 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.0455 A, I_w_roll = -138.2758 A, theta_pitch = -34.56504mrad, theta_roll_comp = -385.2634 mrad, theta_setpoint = -40.0000 mrad, 
msg =   90, nerr =    6p/   4r, time steps =    5, qsz =    2, switch = off, t =      902 ms, ax =  0.4423, ay = -6.0907, az =  7.8841, gx = -0.0009 rad/s, gy = -0.0096 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1132 A, I_w_roll = -139.5040 A, theta_pitch = -34.87442mrad, theta_roll_comp = -387.9843 mrad, theta_setpoint = -40.0000 mrad, 
msg =   91, nerr =    6p/   4r, time steps =    5, qsz =    2, switch = off, t =      912 ms, ax =  0.4447, ay = -6.0979, az =  7.8900, gx = -0.0014 rad/s, gy = -0.0098 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1702 A, I_w_roll = -140.7712 A, theta_pitch = -35.18349mrad, theta_roll_comp = -390.6865 mrad, theta_setpoint = -40.0000 mrad, 
msg =   92, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      922 ms, ax =  0.4483, ay = -6.1063, az =  7.8900, gx = -0.0014 rad/s, gy = -0.0100 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.2223 A, I_w_roll = -141.8435 A, theta_pitch = -35.49488mrad, theta_roll_comp = -393.3670 mrad, theta_setpoint = -40.0000 mrad, 
msg =   93, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      932 ms, ax =  0.4531, ay = -6.1123, az =  7.8876, gx = -0.0016 rad/s, gy = -0.0100 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.2694 A, I_w_roll = -142.9548 A, theta_pitch = -35.80931mrad, theta_roll_comp = -396.0288 mrad, theta_setpoint = -40.0000 mrad, 
msg =   94, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      942 ms, ax =  0.4519, ay = -6.1171, az =  7.8936, gx = -0.0017 rad/s, gy = -0.0101 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.3218 A, I_w_roll = -144.0571 A, theta_pitch = -36.12312mrad, theta_roll_comp = -398.6681 mrad, theta_setpoint = -40.0000 mrad, 
msg =   95, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      952 ms, ax =  0.4483, ay = -6.1183, az =  7.8900, gx = -0.0014 rad/s, gy = -0.0097 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.3518 A, I_w_roll = -145.0096 A, theta_pitch = -36.42912mrad, theta_roll_comp = -401.2824 mrad, theta_setpoint = -40.0000 mrad, 
msg =   96, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      962 ms, ax =  0.4579, ay = -6.1243, az =  7.8876, gx = -0.0012 rad/s, gy = -0.0096 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.3922 A, I_w_roll = -145.9524 A, theta_pitch = -36.73412mrad, theta_roll_comp = -403.8723 mrad, theta_setpoint = -40.0000 mrad, 
msg =   97, nerr =    7p/   4r, time steps =    5, qsz =    2, switch = off, t =      972 ms, ax =  0.4591, ay = -6.1303, az =  7.8829, gx = -0.0009 rad/s, gy = -0.0093 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.4275 A, I_w_roll = -146.8866 A, theta_pitch = -37.04070mrad, theta_roll_comp = -406.4410 mrad, theta_setpoint = -40.0000 mrad, 
msg =   98, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =      982 ms, ax =  0.4687, ay = -6.1279, az =  7.8864, gx = -0.0005 rad/s, gy = -0.0093 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.4739 A, I_w_roll = -147.7633 A, theta_pitch = -37.35025mrad, theta_roll_comp = -408.9821 mrad, theta_setpoint = -40.0000 mrad, 
msg =   99, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =      992 ms, ax =  0.4615, ay = -6.1159, az =  7.8888, gx = -0.0004 rad/s, gy = -0.0090 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.5091 A, I_w_roll = -148.7190 A, theta_pitch = -37.65585mrad, theta_roll_comp = -411.4881 mrad, theta_setpoint = -40.0000 mrad, 
msg =  100, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1002 ms, ax =  0.4699, ay = -6.1159, az =  7.8876, gx = -0.0001 rad/s, gy = -0.0093 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.5654 A, I_w_roll = -149.6154 A, theta_pitch = -37.95996mrad, theta_roll_comp = -413.9619 mrad, theta_setpoint = -40.0000 mrad, 
msg =  101, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1012 ms, ax =  0.4711, ay = -6.1039, az =  7.8733, gx =  0.0002 rad/s, gy = -0.0098 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.6334 A, I_w_roll = -150.5008 A, theta_pitch = -38.27142mrad, theta_roll_comp = -416.4084 mrad, theta_setpoint = -40.0000 mrad, 
msg =  102, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1022 ms, ax =  0.4663, ay = -6.0979, az =  7.8745, gx = -0.0001 rad/s, gy = -0.0098 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.6797 A, I_w_roll = -151.5615 A, theta_pitch = -38.58012mrad, theta_roll_comp = -418.8272 mrad, theta_setpoint = -40.0000 mrad, 
msg =  103, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1032 ms, ax =  0.4723, ay = -6.0872, az =  7.8709, gx = -0.0001 rad/s, gy = -0.0105 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.7529 A, I_w_roll = -152.5177 A, theta_pitch = -38.89070mrad, theta_roll_comp = -421.2177 mrad, theta_setpoint = -40.0000 mrad, 
msg =  104, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1042 ms, ax =  0.4711, ay = -6.0884, az =  7.8745, gx = -0.0005 rad/s, gy = -0.0111 rad/s, gz = -0.0146 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.8271 A, I_w_roll = -153.6034 A, theta_pitch = -39.20746mrad, theta_roll_comp = -423.5825 mrad, theta_setpoint = -40.0000 mrad, 
msg =  105, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1052 ms, ax =  0.4699, ay = -6.0848, az =  7.8876, gx = -0.0006 rad/s, gy = -0.0111 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.8743 A, I_w_roll = -154.5854 A, theta_pitch = -39.52213mrad, theta_roll_comp = -425.9210 mrad, theta_setpoint = -40.0000 mrad, 
msg =  106, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1062 ms, ax =  0.4675, ay = -6.0884, az =  7.8888, gx = -0.0005 rad/s, gy = -0.0117 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.9423 A, I_w_roll = -155.4626 A, theta_pitch = -39.83347mrad, theta_roll_comp = -428.2305 mrad, theta_setpoint = -40.0000 mrad, 
msg =  107, nerr =    8p/   4r, time steps =    5, qsz =    2, switch = off, t =     1072 ms, ax =  0.4675, ay = -6.0943, az =  7.8876, gx = -0.0006 rad/s, gy = -0.0121 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.0050 A, I_w_roll = -156.4257 A, theta_pitch = -40.14497mrad, theta_roll_comp = -430.5218 mrad, theta_setpoint = -40.0000 mrad, 
msg =  108, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1082 ms, ax =  0.4663, ay = -6.0967, az =  7.8888, gx = -0.0010 rad/s, gy = -0.0123 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.0623 A, I_w_roll = -157.4752 A, theta_pitch = -40.45580mrad, theta_roll_comp = -432.7958 mrad, theta_setpoint = -40.0000 mrad, 
msg =  109, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1092 ms, ax =  0.4795, ay = -6.1027, az =  7.8936, gx = -0.0010 rad/s, gy = -0.0123 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1098 A, I_w_roll = -158.3771 A, theta_pitch = -40.77280mrad, theta_roll_comp = -435.0508 mrad, theta_setpoint = -40.0000 mrad, 
msg =  110, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1102 ms, ax =  0.5107, ay = -6.1063, az =  7.8888, gx = -0.0012 rad/s, gy = -0.0117 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1341 A, I_w_roll = -159.3186 A, theta_pitch = -41.11195mrad, theta_roll_comp = -437.2878 mrad, theta_setpoint = -40.0000 mrad, 
msg =  111, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1112 ms, ax =  0.5214, ay = -6.1147, az =  7.8948, gx = -0.0010 rad/s, gy = -0.0105 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1389 A, I_w_roll = -160.1597 A, theta_pitch = -41.46348mrad, theta_roll_comp = -439.5071 mrad, theta_setpoint = -40.0000 mrad, 
msg =  112, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1122 ms, ax =  0.5286, ay = -6.1159, az =  7.9020, gx = -0.0009 rad/s, gy = -0.0090 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1320 A, I_w_roll = -160.9909 A, theta_pitch = -41.80865mrad, theta_roll_comp = -441.7018 mrad, theta_setpoint = -40.0000 mrad, 
msg =  113, nerr =    9p/   5r, time steps =    5, qsz =    2, switch = off, t =     1132 ms, ax =  0.5370, ay = -6.1291, az =  7.8972, gx = -0.0009 rad/s, gy = -0.0078 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1349 A, I_w_roll = -161.8622 A, theta_pitch = -42.14703mrad, theta_roll_comp = -443.8799 mrad, theta_setpoint = -40.0000 mrad, 
msg =  114, nerr =   10p/   6r, time steps =    5, qsz =    2, switch = off, t =     1142 ms, ax =  0.5370, ay = -6.1315, az =  7.8864, gx = -0.0008 rad/s, gy = -0.0066 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1362 A, I_w_roll = -162.6823 A, theta_pitch = -42.47565mrad, theta_roll_comp = -446.0467 mrad, theta_setpoint = -40.0000 mrad, 
msg =  115, nerr =   10p/   6r, time steps =    5, qsz =    2, switch = off, t =     1152 ms, ax =  0.5358, ay = -6.1243, az =  7.8745, gx = -0.0006 rad/s, gy = -0.0057 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1462 A, I_w_roll = -163.4949 A, theta_pitch = -42.79066mrad, theta_roll_comp = -448.1948 mrad, theta_setpoint = -40.0000 mrad, 
msg =  116, nerr =   10p/   6r, time steps =    5, qsz =    2, switch = off, t =     1162 ms, ax =  0.5322, ay = -6.1195, az =  7.8757, gx = -0.0006 rad/s, gy = -0.0049 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1593 A, I_w_roll = -164.3449 A, theta_pitch = -43.09123mrad, theta_roll_comp = -450.3197 mrad, theta_setpoint = -40.0000 mrad, 
